PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_SUBGROUP;REQUIREMENTS_ATTRIBUTES_SERVICE;REQUIREMENTS_ATTRIBUTES_TYPE;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME;REQUIREMENTS_ATTRIBUTES_COMMENT
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-access-control;An APRA-regulated entity must have information security controls to protect its information assets, implemented in a timely manner and commensurate with vulnerabilities and threats, asset criticality and sensitivity, life-cycle stage, and potential consequences - including identity and access management enforcing least privilege.;Implementation of controls;;;;;PASS;AWS policy AmazonECSServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AmazonECSServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;AmazonECSServiceRolePolicy;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-access-control;An APRA-regulated entity must have information security controls to protect its information assets, implemented in a timely manner and commensurate with vulnerabilities and threats, asset criticality and sensitivity, life-cycle stage, and potential consequences - including identity and access management enforcing least privilege.;Implementation of controls;;;;;PASS;AWS policy AmazonECSTaskExecutionRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/service-role/AmazonECSTaskExecutionRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;AmazonECSTaskExecutionRolePolicy;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-access-control;An APRA-regulated entity must have information security controls to protect its information assets, implemented in a timely manner and commensurate with vulnerabilities and threats, asset criticality and sensitivity, life-cycle stage, and potential consequences - including identity and access management enforcing least privilege.;Implementation of controls;;;;;PASS;AWS policy AWSElasticLoadBalancingServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AWSElasticLoadBalancingServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;AWSElasticLoadBalancingServiceRolePolicy;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-access-control;An APRA-regulated entity must have information security controls to protect its information assets, implemented in a timely manner and commensurate with vulnerabilities and threats, asset criticality and sensitivity, life-cycle stage, and potential consequences - including identity and access management enforcing least privilege.;Implementation of controls;;;;;PASS;AWS policy AWSTrustedAdvisorServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AWSTrustedAdvisorServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;AWSTrustedAdvisorServiceRolePolicy;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-access-control;An APRA-regulated entity must have information security controls to protect its information assets, implemented in a timely manner and commensurate with vulnerabilities and threats, asset criticality and sensitivity, life-cycle stage, and potential consequences - including identity and access management enforcing least privilege.;Implementation of controls;;;;;FAIL;AWS policy AdministratorAccess is attached and allows '*:*' administrative privileges.;arn:aws:iam::aws:policy/AdministratorAccess;iam_aws_attached_policy_no_administrative_privileges;False;AdministratorAccess;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-access-control;An APRA-regulated entity must have information security controls to protect its information assets, implemented in a timely manner and commensurate with vulnerabilities and threats, asset criticality and sensitivity, life-cycle stage, and potential consequences - including identity and access management enforcing least privilege.;Implementation of controls;;;;;PASS;AWS policy AWSSupportServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AWSSupportServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;AWSSupportServiceRolePolicy;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-access-control;An APRA-regulated entity must have information security controls to protect its information assets, implemented in a timely manner and commensurate with vulnerabilities and threats, asset criticality and sensitivity, life-cycle stage, and potential consequences - including identity and access management enforcing least privilege.;Implementation of controls;;;;;PASS;AWS policy AmazonECSInfrastructureRoleforExpressGatewayServices is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/service-role/AmazonECSInfrastructureRoleforExpressGatewayServices;iam_aws_attached_policy_no_administrative_privileges;False;AmazonECSInfrastructureRoleforExpressGatewayServices;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-access-control;An APRA-regulated entity must have information security controls to protect its information assets, implemented in a timely manner and commensurate with vulnerabilities and threats, asset criticality and sensitivity, life-cycle stage, and potential consequences - including identity and access management enforcing least privilege.;Implementation of controls;;;;;PASS;AWS policy AWSResourceExplorerServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AWSResourceExplorerServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;AWSResourceExplorerServiceRolePolicy;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-password-policy;Implementation of controls (paragraph 21): a strong account password policy.;Implementation of controls;;;;;FAIL;Password expiration is not set.;arn:aws:iam:ap-southeast-2:123456789012:password-policy;iam_password_policy_expires_passwords_within_90_days_or_less;False;123456789012;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-password-policy;Implementation of controls (paragraph 21): a strong account password policy.;Implementation of controls;;;;;FAIL;IAM password policy does not require at least one lowercase letter.;arn:aws:iam:ap-southeast-2:123456789012:password-policy;iam_password_policy_lowercase;False;123456789012;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-password-policy;Implementation of controls (paragraph 21): a strong account password policy.;Implementation of controls;;;;;FAIL;IAM password policy does not require minimum length of 14 characters.;arn:aws:iam:ap-southeast-2:123456789012:password-policy;iam_password_policy_minimum_length_14;False;123456789012;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-password-policy;Implementation of controls (paragraph 21): a strong account password policy.;Implementation of controls;;;;;FAIL;IAM password policy does not require at least one number.;arn:aws:iam:ap-southeast-2:123456789012:password-policy;iam_password_policy_number;False;123456789012;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-password-policy;Implementation of controls (paragraph 21): a strong account password policy.;Implementation of controls;;;;;FAIL;IAM password policy reuse prevention is less than 24 or not set.;arn:aws:iam:ap-southeast-2:123456789012:password-policy;iam_password_policy_reuse_24;False;123456789012;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-password-policy;Implementation of controls (paragraph 21): a strong account password policy.;Implementation of controls;;;;;FAIL;IAM password policy does not require at least one symbol.;arn:aws:iam:ap-southeast-2:123456789012:password-policy;iam_password_policy_symbol;False;123456789012;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-password-policy;Implementation of controls (paragraph 21): a strong account password policy.;Implementation of controls;;;;;FAIL;IAM password policy does not require at least one uppercase letter.;arn:aws:iam:ap-southeast-2:123456789012:password-policy;iam_password_policy_uppercase;False;123456789012;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-mfa;Implementation of controls (paragraph 21): multi-factor authentication for privileged and console access, including the root user.;Implementation of controls;;;;;FAIL;Root account has a virtual MFA instead of a hardware MFA device enabled.;arn:aws:iam::123456789012:mfa;iam_root_hardware_mfa_enabled;False;<root_account>;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-mfa;Implementation of controls (paragraph 21): multi-factor authentication for privileged and console access, including the root user.;Implementation of controls;;;;;PASS;MFA is enabled for root account.;arn:aws:iam::123456789012:root;iam_root_mfa_enabled;False;<root_account>;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-access-control;An APRA-regulated entity must have information security controls to protect its information assets, implemented in a timely manner and commensurate with vulnerabilities and threats, asset criticality and sensitivity, life-cycle stage, and potential consequences - including identity and access management enforcing least privilege.;Implementation of controls;;;;;PASS;User <root_account> does not have access keys.;arn:aws:iam::123456789012:root;iam_user_accesskey_unused;False;<root_account>;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-access-control;An APRA-regulated entity must have information security controls to protect its information assets, implemented in a timely manner and commensurate with vulnerabilities and threats, asset criticality and sensitivity, life-cycle stage, and potential consequences - including identity and access management enforcing least privilege.;Implementation of controls;;;;;PASS;User jay-cli does not have unused access keys for 45 days.;arn:aws:iam::123456789012:user/jay-cli;iam_user_accesskey_unused;False;jay-cli;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-access-control;An APRA-regulated entity must have information security controls to protect its information assets, implemented in a timely manner and commensurate with vulnerabilities and threats, asset criticality and sensitivity, life-cycle stage, and potential consequences - including identity and access management enforcing least privilege.;Implementation of controls;;;;;FAIL;IAM User jay-cli has AdministratorAccess policy attached.;arn:aws:iam::123456789012:user/jay-cli;iam_user_administrator_access_policy;False;jay-cli;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-mfa;Implementation of controls (paragraph 21): multi-factor authentication for privileged and console access, including the root user.;Implementation of controls;;;;;FAIL;User jay-cli does not have any type of MFA enabled.;arn:aws:iam::123456789012:user/jay-cli;iam_user_hardware_mfa_enabled;False;jay-cli;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-mfa;Implementation of controls (paragraph 21): multi-factor authentication for privileged and console access, including the root user.;Implementation of controls;;;;;PASS;User jay-cli does not have Console Password enabled.;arn:aws:iam::123456789012:user/jay-cli;iam_user_mfa_enabled_console_access;False;jay-cli;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-access-control;An APRA-regulated entity must have information security controls to protect its information assets, implemented in a timely manner and commensurate with vulnerabilities and threats, asset criticality and sensitivity, life-cycle stage, and potential consequences - including identity and access management enforcing least privilege.;Implementation of controls;;;;;PASS;User <root_account> does not have 2 active access keys.;arn:aws:iam::123456789012:root;iam_user_two_active_access_key;False;<root_account>;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-access-control;An APRA-regulated entity must have information security controls to protect its information assets, implemented in a timely manner and commensurate with vulnerabilities and threats, asset criticality and sensitivity, life-cycle stage, and potential consequences - including identity and access management enforcing least privilege.;Implementation of controls;;;;;PASS;User jay-cli does not have 2 active access keys.;arn:aws:iam::123456789012:user/jay-cli;iam_user_two_active_access_key;False;jay-cli;APRA-CPS-234;APRA CPS 234 Information Security;
